db	id	hp
ORPHA	140976	0000002
ORPHA	432	0000002
DECIPHER	45	0000009
OMIM	300076	0000009
ORPHA	100996	0000009
ORPHA	100997	0000009
ORPHA	2571	0000009
ORPHA	391487	0000009
ORPHA	488594	0000009
ORPHA	71211	0000009
ORPHA	1839	0000014
ORPHA	247604	0000014
ORPHA	2547	0000014
ORPHA	29073	0000014
ORPHA	300605	0000014
ORPHA	3339	0000014
ORPHA	49	0000014
OMIM	223360	0000017
OMIM	263800	0000017
OMIM	609727	0000017
ORPHA	178029	0000017
ORPHA	230	0000017
ORPHA	254892	0000017
ORPHA	358	0000017
ORPHA	37202	0000017
OMIM	109820	0000019
OMIM	126200	0000019
OMIM	609727	0000019
ORPHA	556	0000019
OMIM	125800	0000021
OMIM	155310	0000021
OMIM	304800	0000021
OMIM	604292	0000021
ORPHA	209905	0000021
ORPHA	2241	0000021
ORPHA	2604	0000021
ORPHA	977	0000021
OMIM	261550	0000022
ORPHA	2138	0000022
ORPHA	983	0000022
OMIM	300755	0000024
OMIM	307200	0000024
ORPHA	1546	0000024
ORPHA	2552	0000024
ORPHA	56	0000024
ORPHA	900	0000024
OMIM	243060	0000025
ORPHA	904	0000025
ORPHA	251510	0000030
ORPHA	755	0000030
ORPHA	99429	0000030
OMIM	109650	0000031
OMIM	300755	0000031
OMIM	307200	0000031
OMIM	608106	0000031
OMIM	209885	0000032
ORPHA	1756	0000036
ORPHA	201	0000036
ORPHA	3404	0000036
ORPHA	457059	0000036
ORPHA	617	0000036
ORPHA	95455	0000036
OMIM	271520	0000042
OMIM	273395	0000042
OMIM	613630	0000042
ORPHA	1299	0000042
ORPHA	325124	0000042
ORPHA	94095	0000042
ORPHA	251510	0000045
ORPHA	354	0000045
ORPHA	64755	0000045
OMIM	122470	0000050
OMIM	236670	0000050
OMIM	247990	0000050
OMIM	263650	0000050
OMIM	605627	0000050
OMIM	608091	0000050
ORPHA	1234	0000050
ORPHA	2751	0000050
ORPHA	49	0000052
ORPHA	101028	0000056
ORPHA	325345	0000056
ORPHA	93929	0000056
ORPHA	93930	0000056
ORPHA	251510	0000058
ORPHA	37202	0000058
OMIM	207410	0000063
OMIM	608688	0000063
OMIM	616067	0000063
ORPHA	250977	0000063
ORPHA	2975	0000063
ORPHA	325345	0000063
ORPHA	90794	0000063
ORPHA	90795	0000063
OMIM	176270	0000064
OMIM	224690	0000064
OMIM	269150	0000064
OMIM	613803	0000064
OMIM	614222	0000064
ORPHA	2510	0000064
ORPHA	2554	0000064
ORPHA	3107	0000064
ORPHA	324540	0000064
ORPHA	64755	0000064
OMIM	269700	0000065
OMIM	608594	0000065
ORPHA	96191	0000065
OMIM	271520	0000068
OMIM	273395	0000068
OMIM	314390	0000068
ORPHA	1896	0000068
ORPHA	2052	0000068
ORPHA	564	0000068
ORPHA	94095	0000068
OMIM	129900	0000070
OMIM	191650	0000070
OMIM	604292	0000070
OMIM	614863	0000070
ORPHA	158684	0000070
ORPHA	1934	0000070
ORPHA	261265	0000070
ORPHA	2911	0000070
ORPHA	79403	0000070
ORPHA	93929	0000070
ORPHA	1501	0000080
OMIM	174000	0000108
OMIM	219730	0000108
OMIM	243910	0000108
OMIM	256100	0000108
OMIM	603860	0000108
OMIM	604387	0000108
OMIM	606966	0000108
OMIM	606995	0000108
OMIM	613159	0000108
OMIM	613550	0000108
OMIM	241200	0000111
OMIM	601678	0000111
OMIM	241200	0000128
OMIM	263800	0000128
OMIM	601678	0000128
OMIM	607364	0000128
OMIM	612780	0000128
OMIM	618314	0000128
ORPHA	358	0000128
OMIM	150699	0000131
OMIM	150800	0000131
OMIM	612359	0000131
OMIM	615106	0000131
ORPHA	143	0000131
ORPHA	1439	0000131
ORPHA	220460	0000131
ORPHA	480536	0000131
ORPHA	523	0000131
ORPHA	99880	0000131
OMIM	208900	0000134
OMIM	240300	0000134
OMIM	607932	0000134
ORPHA	2965	0000134
ORPHA	397685	0000134
ORPHA	432	0000134
ORPHA	52901	0000134
ORPHA	755	0000134
ORPHA	91347	0000134
ORPHA	91349	0000134
OMIM	107480	0000136
OMIM	180849	0000136
OMIM	236680	0000136
OMIM	256520	0000136
OMIM	258040	0000136
OMIM	617466	0000136
ORPHA	1521	0000136
ORPHA	2729	0000136
ORPHA	2736	0000136
ORPHA	83628	0000136
OMIM	209900	0000137
ORPHA	1875	0000137
ORPHA	199310	0000137
ORPHA	247768	0000137
ORPHA	543	0000137
ORPHA	722	0000137
ORPHA	79239	0000137
OMIM	130050	0000139
OMIM	303600	0000139
OMIM	613795	0000139
ORPHA	284984	0000139
ORPHA	286	0000139
OMIM	129900	0000145
OMIM	236700	0000145
OMIM	604292	0000145
OMIM	136680	0000149
OMIM	194080	0000149
ORPHA	206484	0000149
ORPHA	251510	0000149
OMIM	171450	0000159
OMIM	247150	0000159
ORPHA	158003	0000159
ORPHA	3440	0000159
ORPHA	93958	0000159
ORPHA	97230	0000159
ORPHA	2897	0000163
ORPHA	42642	0000163
ORPHA	528	0000163
ORPHA	704	0000163
ORPHA	889	0000163
ORPHA	900	0000163
OMIM	170650	0000166
OMIM	245000	0000166
OMIM	245010	0000166
ORPHA	51636	0000166
ORPHA	678	0000166
OMIM	615107	0000168
ORPHA	2749	0000168
ORPHA	2753	0000168
ORPHA	287	0000168
ORPHA	517	0000168
ORPHA	530	0000168
ORPHA	64752	0000168
ORPHA	659	0000168
ORPHA	798	0000168
ORPHA	100050	0000172
OMIM	614527	0000177
ORPHA	1253	0000177
ORPHA	2836	0000177
ORPHA	531	0000177
OMIM	156200	0000178
ORPHA	1166	0000178
ORPHA	254343	0000182
ORPHA	2560	0000182
ORPHA	306731	0000182
ORPHA	98805	0000182
OMIM	113620	0000196
OMIM	119300	0000196
OMIM	119500	0000196
OMIM	183400	0000196
OMIM	300867	0000196
ORPHA	888	0000196
OMIM	154500	0000197
ORPHA	252164	0000197
OMIM	129900	0000198
OMIM	149730	0000198
OMIM	604292	0000198
OMIM	241310	0000205
OMIM	245160	0000205
OMIM	255800	0000205
OMIM	601559	0000205
OMIM	616266	0000205
ORPHA	254519	0000205
ORPHA	800	0000205
OMIM	187300	0000214
OMIM	600376	0000214
OMIM	609242	0000214
OMIM	610655	0000214
OMIM	613471	0000214
ORPHA	79280	0000214
ORPHA	90290	0000214
OMIM	216340	0000216
OMIM	312870	0000216
OMIM	312870	0000216
OMIM	314320	0000216
ORPHA	3369	0000216
ORPHA	3472	0000216
OMIM	148730	0000222
OMIM	225410	0000222
ORPHA	2200	0000222
OMIM	108320	0000223
OMIM	201100	0000224
OMIM	201300	0000224
OMIM	223900	0000224
OMIM	608720	0000224
ORPHA	2930	0000224
ORPHA	99857	0000224
OMIM	187300	0000227
OMIM	600376	0000227
OMIM	610655	0000227
OMIM	145001	0000234
OMIM	215400	0000234
OMIM	250400	0000234
OMIM	602629	0000234
OMIM	109400	0000242
OMIM	119600	0000242
OMIM	151100	0000242
OMIM	224300	0000242
OMIM	234100	0000242
OMIM	264090	0000242
OMIM	600268	0000242
OMIM	610828	0000242
ORPHA	85184	0000242
OMIM	207731	0000245
OMIM	252900	0000250
OMIM	252920	0000250
OMIM	252930	0000250
ORPHA	306741	0000250
OMIM	190320	0000264
ORPHA	3352	0000264
OMIM	144755	0000265
OMIM	251260	0000265
OMIM	601457	0000265
OMIM	615560	0000265
OMIM	145410	0000267
OMIM	163200	0000267
OMIM	609128	0000267
OMIM	614886	0000267
ORPHA	137634	0000267
ORPHA	3455	0000267
OMIM	118800	0000273
OMIM	123450	0000273
OMIM	180849	0000273
OMIM	234200	0000273
ORPHA	225147	0000273
ORPHA	306731	0000273
ORPHA	363686	0000273
ORPHA	672	0000273
ORPHA	93958	0000273
ORPHA	98760	0000273
OMIM	166400	0000277
OMIM	217150	0000277
ORPHA	2215	0000277
ORPHA	3163	0000277
ORPHA	3201	0000277
ORPHA	401942	0000277
OMIM	151660	0000287
OMIM	248370	0000287
OMIM	608600	0000287
ORPHA	280365	0000287
OMIM	614940	0000290
OMIM	614941	0000290
ORPHA	2126	0000290
ORPHA	435628	0000290
OMIM	133540	0000292
OMIM	216400	0000292
OMIM	608612	0000292
ORPHA	3455	0000292
ORPHA	435628	0000292
ORPHA	79083	0000292
OMIM	232200	0000295
OMIM	232220	0000295
OMIM	612951	0000295
ORPHA	2980	0000301
OMIM	613706	0000306
ORPHA	163654	0000306
ORPHA	1051	0000309
ORPHA	2250	0000309
ORPHA	401942	0000309
OMIM	215140	0000315
OMIM	223540	0000315
OMIM	613908	0000315
OMIM	616362	0000315
ORPHA	251992	0000315
ORPHA	371428	0000315
ORPHA	42775	0000315
OMIM	600224	0000317
OMIM	604326	0000317
OMIM	605361	0000317
OMIM	606703	0000317
OMIM	608703	0000317
ORPHA	101111	0000317
ORPHA	324588	0000317
ORPHA	513436	0000317
OMIM	224750	0000320
OMIM	248370	0000320
OMIM	608612	0000320
ORPHA	169079	0000320
ORPHA	2959	0000320
ORPHA	2985	0000320
ORPHA	33364	0000320
ORPHA	50944	0000320
ORPHA	740	0000320
ORPHA	99812	0000320
OMIM	208080	0000321
OMIM	214800	0000321
OMIM	300428	0000321
OMIM	309545	0000321
OMIM	601559	0000321
OMIM	617927	0000321
OMIM	618109	0000321
ORPHA	508488	0000321
ORPHA	521445	0000321
ORPHA	85290	0000321
ORPHA	2791	0000326
ORPHA	329252	0000326
ORPHA	401942	0000326
OMIM	271700	0000339
OMIM	300280	0000339
OMIM	193700	0000346
OMIM	208155	0000346
OMIM	277720	0000346
ORPHA	1150	0000346
OMIM	113620	0000350
OMIM	156580	0000350
OMIM	300534	0000350
OMIM	617927	0000350
ORPHA	261911	0000350
ORPHA	280633	0000350
OMIM	218350	0000357
ORPHA	374	0000359
OMIM	188400	0000370
ORPHA	1896	0000370
ORPHA	2092	0000370
ORPHA	3378	0000370
ORPHA	374	0000370
ORPHA	722	0000370
ORPHA	742	0000370
ORPHA	35078	0000371
ORPHA	572	0000371
ORPHA	100084	0000372
ORPHA	251643	0000372
ORPHA	319199	0000372
ORPHA	66627	0000372
ORPHA	1435	0000375
ORPHA	231169	0000375
ORPHA	231183	0000375
ORPHA	52368	0000375
ORPHA	649	0000375
ORPHA	798	0000375
OMIM	113650	0000376
OMIM	224690	0000376
OMIM	600791	0000376
OMIM	184460	0000381
OMIM	185800	0000381
OMIM	186500	0000381
OMIM	304400	0000381
OMIM	601449	0000381
ORPHA	1435	0000381
ORPHA	90646	0000381
ORPHA	1707	0000383
ORPHA	3232	0000383
OMIM	100050	0000394
OMIM	130000	0000394
OMIM	214800	0000394
OMIM	218340	0000394
ORPHA	140952	0000394
ORPHA	398173	0000394
ORPHA	436003	0000394
ORPHA	99330	0000394
OMIM	193530	0000395
OMIM	300523	0000395
OMIM	311900	0000395
OMIM	604314	0000395
OMIM	610829	0000395
OMIM	613744	0000395
OMIM	614407	0000395
ORPHA	2886	0000395
ORPHA	293725	0000395
OMIM	133540	0000417
OMIM	216400	0000417
OMIM	266280	0000417
OMIM	615419	0000417
ORPHA	397695	0000417
ORPHA	141291	0000419
OMIM	113620	0000420
OMIM	302950	0000420
OMIM	614887	0000422
OMIM	303600	0000429
ORPHA	797	0000433
OMIM	187300	0000434
OMIM	600376	0000434
OMIM	610655	0000434
OMIM	190350	0000447
OMIM	190351	0000447
OMIM	606242	0000447
OMIM	610443	0000447
ORPHA	95699	0000447
OMIM	141750	0000451
OMIM	309580	0000451
ORPHA	2896	0000451
OMIM	182210	0000454
OMIM	206920	0000454
OMIM	312170	0000454
OMIM	609625	0000454
OMIM	613406	0000454
OMIM	616737	0000454
ORPHA	284180	0000454
ORPHA	480880	0000454
OMIM	118100	0000466
OMIM	184460	0000466
OMIM	214300	0000466
OMIM	151660	0000468
OMIM	248370	0000468
OMIM	248370	0000468
OMIM	608600	0000468
ORPHA	2457	0000468
ORPHA	280365	0000468
ORPHA	435660	0000468
OMIM	187300	0000471
OMIM	193400	0000471
OMIM	600376	0000471
ORPHA	881	0000471
ORPHA	99147	0000471
ORPHA	99226	0000471
ORPHA	99228	0000471
ORPHA	99413	0000471
OMIM	142625	0000472
OMIM	166780	0000472
OMIM	211910	0000472
OMIM	227330	0000472
OMIM	304150	0000472
OMIM	309350	0000472
OMIM	611962	0000472
OMIM	617011	0000472
ORPHA	1974	0000472
ORPHA	401973	0000472
OMIM	614970	0000479
ORPHA	1546	0000479
ORPHA	1600	0000479
ORPHA	170	0000479
ORPHA	254886	0000479
ORPHA	2786	0000479
ORPHA	33276	0000479
ORPHA	40366	0000479
OMIM	180550	0000481
OMIM	180849	0000481
OMIM	244400	0000481
ORPHA	2611	0000481
ORPHA	65759	0000481
OMIM	100050	0000484
OMIM	252600	0000484
OMIM	300589	0000484
OMIM	300814	0000484
OMIM	606156	0000484
OMIM	606772	0000484
ORPHA	363686	0000484
ORPHA	98969	0000484
ORPHA	827	0000493
OMIM	125595	0000502
OMIM	178000	0000502
OMIM	180550	0000502
OMIM	602248	0000502
ORPHA	70476	0000502
OMIM	230000	0000503
OMIM	248510	0000503
ORPHA	284289	0000503
ORPHA	363417	0000517
ORPHA	1617	0000525
ORPHA	250999	0000525
ORPHA	2710	0000525
ORPHA	370959	0000525
ORPHA	91387	0000525
ORPHA	98977	0000525
OMIM	219750	0000531
OMIM	219800	0000531
OMIM	219900	0000531
ORPHA	411629	0000531
ORPHA	98969	0000531
OMIM	153480	0000538
OMIM	264475	0000538
OMIM	314600	0000538
ORPHA	137902	0000538
ORPHA	140989	0000538
ORPHA	1451	0000538
ORPHA	2980	0000538
ORPHA	3456	0000538
OMIM	180849	0000539
OMIM	194050	0000539
ORPHA	39044	0000539
OMIM	126800	0000542
OMIM	136480	0000542
OMIM	607323	0000542
OMIM	617041	0000542
OMIM	108650	0000549
OMIM	251880	0000549
OMIM	300523	0000549
ORPHA	363710	0000549
OMIM	125250	0000552
OMIM	165500	0000552
OMIM	190900	0000552
OMIM	610708	0000552
OMIM	611131	0000552
ORPHA	67036	0000552
OMIM	180200	0000555
OMIM	219250	0000555
OMIM	221900	0000555
OMIM	257910	0000555
OMIM	268130	0000555
OMIM	300216	0000555
ORPHA	1556	0000555
ORPHA	2714	0000555
ORPHA	790	0000555
OMIM	109120	0000558
OMIM	138770	0000558
OMIM	180500	0000558
